,tweet
1526, छत्रपती शिवाजी महाराज शेतकरी सन्मान योजनेच्या उपसमितीची आढावा बैठक झाली या बैठकीस महसूल मंत्री चंद्रकांत पाटील  परिवहन मंत्री दिवाकर रावते  सहकार मंत्री सुभाष देशमुख  सहकार विभागाचे प्रधान सचिव आभा शुक्ला व संबंधित अधिकारी उपस्थित होते 
1527, आज मुंबई येथे पत्रकार परिषदेस संबोधित करून कृषि विधेयकांच्या मुद्द्यावर माझे विचार मांडले 
1528, जेष्ठ पत्रकार राजकीय विश्लेषक यांच्या रोखठोक स्वभावाप्रमाणे थेट प्रश्न त्यांच्या प्रश्नांना माझी थेट उत्तरे त्यामुळे या निमित्ताने अनेक गोष्टींचा उलघडा करण्याची मला संधी आपण नक्की पहा धन्यवाद जी 
1529, प्रकल्पग्रस्तांच्या वर्ग च्या जमिनी 
1530, एकनिर्णय स्वतःचा स्वतःसाठी या जानेवारी रोजी प्रदर्शित होणाऱ्या चीत्रपटातील कलाकारांशी गप्पा असा कार्यक्रम आज विलेपार्लेकलचरलसेंटर तर्फे आयोजित केला आपलेपार्ले 
1531, दौंड शहरात भीमा नदीच्या पुरामुळे झालेल्या नुकसानीचा आढावा घेतला यावेळी गावातल्या वीटभट्टी चालकांनी भेट घेऊन निवेदन दिले 
1532, राज्य मंत्रिमंडळाच्या आजच्या बैठकीत मी व्हीडीओ कॉन्फरन्सिंगच्या माध्यमातून सहभागी झालो महाविकासआघाडी 
1533, राम मंदिर स्टेशन वर मंदिराचा कळस दिसत नाही ट्रेन मधून प्लेटफॉर्मवर चप्पल काढून उतरायचे का 
1534, हिवाळी विधानसभाअधिवेशन पुरवणी मागण्यांवरील माझे भाषण विमानतळ फनेलझोन मधील इमारतींच्या रखडलेल्या पुनर्विकासाला चालना देण्यासाठी नियमावली बनवावी त्याच सोबत बाबतही ने पाठपुरावा करावा 
1535, तंत्रज्ञान क्रांतीचा शिलेदार 
1536, काँग्रेसने मराठा आरक्षणाचा केवळ निर्णय घेतला नाही तर अध्यादेश काढून तो निर्णय लागू ही केला 
1537, पुण्यात शिवाजीनगरच्या शासकीय अभियांत्रिकी महाविद्यालयाच्या परिसरात कोरोनाबाधित रुग्णांवर उपचार करण्यासाठी उभारण्यात आलेल्या कोविड रुग्णालयाचे मुख्यमंत्री मा श्री उद्धवजी ठाकरे यांच्या हस्ते ऑनलाईन लोकार्पण झाले या विशेष कार्यक्रमाला मी उपस्थित होतो 
1538, दुसरा मुद्दा खोट्या नोटांचा अरुण जेटली संसदेत म्हणाले की ही संख्या आहे एकूण नोटा कोटी खोट्या नोटा कोटी 
1539, आज प्रदेश कार्यालयात तृतीयपंथी समूहातील प्रतिनिधींसह झालेल्या बैठकीस उपस्थित होते राष्ट्रवादी काँग्रेस पक्षाच्या जाहीरनाम्यात समाजाचे प्रश्न अंतर्भूत करण्यात येणार आहे याबद्दल तसेच समाजाच्या विविध प्रश्नांबाबत चर्चा झाली 
1540, आज माझ्या मतदार संघात कोरोनाबद्दल गावकऱ्यांशी लाउडस्पिकरवर संपर्क साधला लाॅकडाऊनच्या व सामाजिक अंतर राखण्याच्या अटी पाळून आज सहा गावात गेलो माझ्या मतदारसंघात मुंबईहून त्यावर लोक आले आहेत त्यांना विंनती केली 
1541, डॉ बाबासाहेब आंबेडकर संशोधन प्रशिक्षण संस्थेमार्फत स्पर्धा परीक्षा प्रशिक्षण पूर्वीपेक्षा अधिक पूर्वीपेक्षा उत्तम 
1542, मूड महाराष्ट्राचा लासलगाव चा शेतकरी काय म्हणतोय आपलं सरकार 
1543, संघटना मजबूत करायची असेल तर थोडा बदल करावा लागतो चुलीवरची भाकरी फिरवली नाही तर भाकरी करपली जाते आज हे बदल ठिकठिकाणी करण्याची आवश्यकता आहे नव्यांच्या पाठीशी उभं राहून संघटनेचा विस्तार कसा होईल हा विचार करणं हा पुढच्या काही महिन्यांचा आपला कार्यक्रम असला पाहिजे 
1544, शेतकर्यांचा भ्रमनिरास करणारा अर्थसंकल्प खासदार राजू शेट्टी नोटांबदीच्या मोठ्या निर्णयानंतर अर्थसंकल्प 
1545,या समयी माजी लोकसभा अध्यक्ष मनोहर जोशी महाराष्ट्र प्रदेश काँग्रेस कमिटीचे अध्यक्ष खा अशोक चव्हाण विरोधी पक्षनेते राधाकृष्ण विखे पाटील 
1546, अमृत देशमुख यांच्या बदलीस स्थगिती खा राजू शेट्टी कोल्हापूर ज्येष्ठ नेते गोविंद पानसरे यांच्या खून 
1547, भारतरत्न स्व अटलबिहारी वाजपेयी यांच्या अस्थींचे विसर्जन आम्ही आज गेट वे ऑफ इंडिया येथे सागरात केले सोबत शिक्षणमंत्री विनोद तावडे व मुंबईतील भाजपा आमदार व कार्यकर्ते उपस्थित होते 
1548, पुणे मनपात आज मतदारसंघातील विविध प्रश्नांबाबत आयुक्त सौरव राव व इतर अधिकारी यांच्यासह बैठक घेतली यावेळी अनेक मुद्द्यांवर चर्चा झाली 
1549, मुंबई प्रदेश कार्यालय येथे पक्षाच्या सर्व फ्रंटल सेलच्या पदाधिकाऱ्यांसमवेत विधानसभा निवडणुकीच्या तयारी संदर्भात चर्चा केली पक्ष संघटना मजबूत करण्याच्या दृष्टीने हा वैचारिक संवाद अत्यंत आवश्यक आहे 
1550, सांगली जिल्हा स्थापत्या बांधकाम अभियंता मेळाव्यात बोलताना 
1551, जय भवानी जय शिवाजी येळकोट येळकोट जय मल्हार महाजनादेशयात्रा 
1552, पीकविमा वर्षांत कोटी वर्षांत कोटी रूपये शेतमाल निर्यात पूर्वी कोटी आता कोटी रूपये शेतमाल खरेदी वर्षांत कोटी आता वर्षांत कोटी रूपये शेतकर्यांना थेट मदत पूर्वी कोटी आता वर्षांत कोटी रूपये 
1553, विधानपरिषद पोटनिवडणूकीसाठी भाजपातर्फे सांगलीच्या पृथ्वीराज देशमुख यांचा उमेदवारी अर्ज आज विधानमंडळात मंत्री चंद्रकांत पाटील सुभाष देसाई यांच्यासह आम्ही युतीच्या आमदारांच्या उपस्थितीत भरला 
1554, माहीम विधानसभेत मोठ्या संख्येने सामाजिक कार्यरत लोकांनी पक्षप्रवेश केला 
1555, जंतर मंतर दिल्ली 
1556, जैनापूर येथील साधारणतः साडेचारशे पूरग्रस्तांसाठी राजेंद्र यड्रावकर यांनी अॅग्रीकल्चर कॉलेजमध्ये चांगली व्यवस्था केली आहे आज सकाळी या सगळ्यांशी संवाद साधून त्यांच्या व्यथा जाणून घेता आल्या शिरोळ 
1557, हायब्रीड अॅन्युटी प्रकल्पाच्या फायनान्शियल क्लोजरसंदर्भात प्रमुख बँकांच्या अधिकाऱ्यांसमवेत झालेल्या बैठकीत सर्वच बँकांनी याकामी सहकार्य करावे असे आवाहन केले 
1558, इंदूमिळस्थळी उभारण्यात येणाऱ्या महामानव डॉ बाबासाहेब आंबेडकरांच्या आंतरराष्ट्रीयदर्जाच्या स्मारक कामाचा आज व्हिडियो कॉन्फरन्सद्वारे आढावा घेतला इंदूमिल मधील नियोजित पुतळा चीनमध्ये बनविण्याचा निर्णय रद्द करून भारतातच डॉ बाबासाहेब आंबेडकरांचा पुतळा बनवावा अशी सूचना केली 
1559, अभिजीत पानसे यांनी आजच्या लोकसत्तेत लिहिलेला हा लेख जरुर वाचावा 
1560, आम्हाला कोरोना ग्रॅज्युएट तर संबोधले जाणार नाही ना या बिरुदावलीने ओळखले तर जाणार नाही ना असलेल्या विद्यार्थ्यांना नापास करणार का पदवी अंतिम वर्ष विद्यार्थ्यांच्या मनात भयगंड निर्माण केलेल्या अशा प्रश्नांकडे लक्ष वेधण्यासाठी मा मुख्यमंत्र्याना आज मी पत्र लिहिले 
1561, वाई जि सातारा येथील न्यायालयात मधील ऊस आंदोलनातील दाखल गुन्ह्याचे वाॅरंट वाई न्यायालयात हजर राहून जामीन घेतले यावेळी वाई व कोरेगांव येथील श्री पी के बारसवडे श्री सतिश कदम पुष्पराज भोईटे 
1562, श्री श्रीकृष्ण हरचांदे आणि आम्ही आरोग्य सेवेसाठी चालवत असलेल्या ‘माता यशोदा’ ट्रस्ट तर्फे केरळ पुरग्रस्तांसाठी रूपयांचा धनादेश आज मुख्यमंत्री देवेंद्र फडणवीस यांच्याकडे सुपूर्द केला 
1563, अकोले अहमदनगर येथील श्री मदन पथवे यांची राष्ट्रवादी विद्यार्थी काँग्रेसच्या प्रदेश सचिवपदी निवड करण्यात आली त्यांना नियुक्तीपत्र दिले 
1564, राफेल कराराच्या बद्दल लोकांच्या मनात मोठ्या प्रमाणावर शंका आहेत कोटींना मिळू शकणाऱ्या राफेल विमानाची किंमत कोटी रुपयांपर्यंत कशी गेली हा प्रश्नच आहे या विमानांचे सुटे भाग बनवण्याचे काम भारत सरकारच्या मालकीच्या कंपनीकडून काढून एका खासगी कंपनीला का दिले गेले 
1565, आज रेल्वे मंत्री श्री पियुष गोयल यांची संसद अधिवेशनादरम्यान भेट घेऊन पुणे मुंबई दरम्यानच्या सिंहगड एक्सप्रेस डेक्कन क्वीन व प्रगती एक्स्प्रेस या रेल्वेगाड्यांच्या वेळापत्रकात बदल करण्याची मागणी केली 
1566, उत्तरदायित्व मुक्या प्राण्यांना अन्नाची व्यवस्था कोरोना काळात मुक्या प्राण्यांची उपासमार लक्षात घेऊन ठिकठिकाणी मुक्या प्राण्यांना अन्नाची व्यवस्था करण्यात आली संकट फक्त माणसांवर नाही मदत फक्त माणसांना नाही 
1567, तासगाव बाजार समितीच्या वतीने तासगाव येथे राज्याचे माजी गृहमंत्री स्व आर आर आबा पाटील यांच्या उभारण्यात आलेल्या पूर्णाकृती पुतळ्याचे आज अनावरण करण्यात आले याप्रसंगी मनोगत मांडताना आबांविषयी अनेक आठवणींना उजाळा दिला 
1568, राष्ट्रवादी काँग्रेस पक्षाच्या शिष्टमंडळाने मा राज्यपाल महोदयांची भेट घेतली मा राज्यपाल महोदयांनी आम्हाला सत्ता स्थापनेचे आमंत्रण दिले आहे आमचा सहकारी पक्ष काँग्रेस पक्षाशी चर्चा करून आम्ही आमचा निर्णय मा राज्यपालांना लवकरच कळवू 
1569, पुण्यात करोना वायरस चे दोन रुग्ण आढळले त्यांच्यावर विलगीकरण कक्षात उपचार सुरु आहेत नागरिकांनी घाबरुन न जाता आवश्यक ती प्रतिबंधात्मक काळजी घ्यावी कोणत्याही अफवेवर विश्वास ठेऊ नये राज्याची आरोग्य यंत्रणा आवश्यक ती खबरदारी घेत आहे 
1570, वाराणशी काशी सभेला सुरुवात संपूर्ण कर्जमाफी व शेतीमालाला उत्पादन खर्चावर आधारित दीडपट हमीभाव यासाठी किसान 
1571, नागपूरला आज खासदार सांस्कृतिक महोत्सवाचे श्री श्री रविशंकरजी यांच्या हस्ते उद्घाटन झाले त्याची काही क्षणचित्रे खासदार सांस्कृतिक महोत्सव 
1572, निर्धार परिवर्तनाचा महाराष्ट्रातील सर्व थरांतील नागरिक आणि युवक युवतींनी येत्या विधानसभा आणि लोकसभा निवडणूक परिवर्तनाचा संकल्प केलेला आहे याच उद्देशाने जानेवारीपासून संपूर्ण महाराष्ट्रात राष्ट्रवादी काँग्रेसच्या वतीने निर्धार परिवर्तनाचा नावाने यात्रा काढण्यात येणार आहे 
1573, जेष्ठ पत्रकार कै सुधाकरराव डोईफोडे यांच्या पुण्यतिथीनिमित्त आयोजित कार्यक्रमात अनुशेष आणि सरकारची भूमिका यावर बोलताना 
1574, तब्बल बैठका घेत पूरप्रवण भागांना भेटी देत तांत्रिक बाबींवर चर्चा करत विविध अंतर्गत अभ्यासगट नेमून सखोल अभ्यास करत हा विस्तृत अहवाल तयार केला आहे पूरप्रवण भागात पूर नियंत्रणासाठी व भविष्यकालीन उपाययोजनांसाठी नक्कीच या अहवालाचा उपयोग होईल 
1575, आंबेगाव मधील मंचर व घोडेगाव पोलीस ठाण्यातील अधिकारी पोलिस व पत्रकार यांना वैद्यकीय सुरक्षा किट्सचे वाटप यासोबतच तळेघर आडिवरे डिंभे महाळुंगे पडवळ पेठ निरगूडसर धामणी लांडेवाडी प्राथमिक आरोग्य केंद्रातील डॉक्टर्स परिचारिका आरोग्यसेवक यांच्यासाठी सुरक्षा किट्स सुपूर्त केले 
1576, महाविद्यालयीन जीवन आणि राजकारण चिंचवड दि जानेवारी 
1577, इस्लामपुरात रुग्ण कोरोनाबाधित झाल्यानंतर सांगली जिल्ह्यातील प्रशासकीय यंत्रणा जिल्हाधिकाऱ्यांच्या सुचनेनुसार लागलीच कार्यान्वित झाली आहे या रुग्णांच्या संपर्कात आलेल्या व्यक्तींची लिस्ट काढून त्यांची तपासणी सुरू असल्याची माहिती जिल्हा शल्य चिकित्सक डॉ संजय साळुंखे यांनी दिली 
1578, दुसऱ्या टप्प्यात वर्धा नागपूर आणि वाशिम या जिल्ह्यातील आर्वी आष्टी कारंजा काटोल कळमेश्वर नरखेड रिसोड या तालुक्यातील सरपंच ग्रामसेवकांशी संवाद साधला मंगलाताई कांबळे नितीन गजभिये सावरकर प्रवीण अडकिने गौतम इंगळे विजय गुंजाळ राज्यवर्धन गायधने उषाबाई कडू 
1579, महाराष्ट्र राज्यातील भीषण दुष्काळी परिस्थितीबाबत मुख्यमंत्री यांना पक्षातील सहकाऱ्यांसोबत भेटून तातडीने उपाययोजना करणेबाबत निवेदन दिले या दुष्काळाची भीषणता लक्षात घेत बळीराजाला योग्य ती मदत सरकार लवकरच करेल अशी अपेक्षा व्यक्त करतो 
1580, कोरोनापासून सुरक्षित राहण्यासाठीचे महत्त्वाचे उपाय आणि सूचनांचे पालन करा कोरोना वायरस के संक्रमण से बचने के लिए दिशानिर्देश 
1581, साळगावमध्ये पाहणी केल्यानंतर शेतकऱ्यांना गोविंद धुरी शाळेत एकत्र भेटुन संवाद साधला माहिती घेताना शकुंतलाताई यांच्या गुंठ्यांतील नुकसानीचा पंचनामा झाला नसल्याचे समोर आले यशोदा परब यांच्या घराची पडझड तर काजु बागायतीचे नुकसानीची तहसीलदारांना नोंद घेण्याचे निर्देश दिले 
1582, जयहिंद युवा मंच व ज्ञानसंगम स्पर्धा परीक्षा मार्गदर्शन केंद्र मुंबई आयोजित ऑनलाईन बॅच पोलीस भरती महाराष्ट्रातील सर्वात कमी फी असलेली एकमेव ऑनलाईन बॅच खालील वैशिष्ट्यांसह ऑगस्ट पासून सुरू आजच आपला प्रवेश निश्चित करा फी फक्त रू महिन्यांसाठी 
1583, जुलै पासून महाराष्ट्र प्रदेश युवक कॉंग्रेस 
1584, खासदार सांस्कृतिक महोत्सव उद्घाटन समारंभातुन लाईव्ह 
1585, आज दुपारी वाजता खालील लिंकवर लाईव्ह 
1586, माणसाची ओळख त्याच्या संगतीवरुन होते रामदेवबाबा आसाराम बापू नीरव मोदी हमारे मेहूल भाई अदानी अंबानी इत्यादी कोणाच्या संगतीत आहेत आणि होते हे सांगण्याची गरज आहे का 
1587, आमच्या शाळेतील शिक्षिका सौ मिना चवाथे बाईंना गुरुपौर्णिमे निमित्ताने त्यांच्या घरी जावून त्यांची सदिच्छा भेट घेतली व त्यांचा आशिर्वाद घेतला 
1588, दुधाला रु प्रती लिटर व दुध पावडरला रु प्रति किलो अनुदान द्या या मागण्या करीत आज भाजपासह घटक पक्षांनी केलेल्या आंदोलनाला शेतकऱ्यांचा उत्स्फूर्त प्रतिसाद बियाणे रुजलेच नाही कर्ज मिळाले नाही शेतकऱ्यांच्या संयमाचा बांध फुटू लागला शेतकऱ्यांचा राज्य सरकार निर्वाणीचा इशारा 
1589, देशाच्या संसदीय नियमांद्वारे त्याबाबत आम्ही स्पष्टता घेतली घटनातज्ज्ञांकडून स्पष्टता घेतली व महाराष्ट्रातील विधिमंडळात ज्यांनी अनेक वर्षे काम केले अशा ज्येष्ठ निवृत्त अधिकाऱ्यांकडूनही लिखित मतं घेतली आहेत जो पक्षातून सस्पेंड झाला आहे त्याला आदेश देण्याचा अधिकार नाही 
1590, विधानसभा निवडणुकीत आपल्या जागा निवडून आल्या आहेत कोरोनाचे संकट टळले की आम्ही सर्वच नेते राज्याचा दौरा करणार आहोत आपल्याला पक्ष संघटन मजबूत करायचे आहे पवार साहेबांचे विचार घरोघरी पोहोचवायचे आहे यापुढील निवडणुकीत आपल्याला शंभरी पार करायची आहे 
1591, चक्रीवादळामुळे बाधित खेड तालुक्यातील करंजविहीरे शिवे आदी गावांना भेट देऊन नुकसानीची पाहणी केली बाधित शेतकरी नागरिक गावकऱ्यांशी संवाद साधून त्यांच्या अडचणी जाणून घेतल्या कोणत्याही बाधितांचे नुकसानीचे पंचनामे राहता कामा नयेत अशा स्पष्ट सूचना उपस्थित शासकीय अधिकाऱ्यांना दिल्या 
1592, कृषी जल आणि उपजीविका विकास यांना समर्पित असणाऱ्या संस्थेच्या सुवर्ण महोत्सवी सोहळ्याच्या उद्घाटन कार्यक्रमाला अध्यक्ष यांच्यासोबत उपस्थित राहिलो यावेळी खा यांच्यासह अफार्म संस्थेचे पदाधिकारी उपस्थित होते 
1593, माझा च्या प्रश्न महाराष्ट्राचे या कार्यक्रमात मला बोलण्याची संधी मिळाली महाराष्ट्राबाबत जे थेट प्रश्न विचारले त्याला थेट उत्तरे मी देण्याचा प्रयत्न केला आपण नक्की पहा धन्यवाद 
1594, उस्मानाबाद विधानसभा मतदार संघाचे आमदार श्री कैलास पाटील यांनी आज भेट घेतली यावेळी च्या युवती प्रदेशाध्यक्ष सक्षणा सलगर उपस्थित होत्या 
1595, ज्ञातीबांधवांसोबत संघर्ष करण्याकरिता खांद्याला खांदा लावून मध्ये अध्यक्ष अशोक चव्हाणांच्यासमवेत चालताना 
1596, घरी रहा सुरक्षित रहा आरोग्य सेतू ॲप आपल्या मदतीला आहे त्याचा वापर लगेच सुरू करा 
1597,विशेष म्हणजे डिसें मध्ये तत्कालीन राज्यपाल महोदयांनी परवानगी नाकारल्यानंतर याच सीबीआयने अशोक चव्हाण यांचे नाव आरोपपत्रातून वगळण्यासंदर्भात न्यायालयाला विनंती केली होती त्यासंदर्भात जुलै मध्ये सर्वोच्च न्यायालयात दाखल झालेली एक याचिका अद्याप प्रलंबीत आहे 
1598, सांगेल काही भव्य ऐसा प्रयत्न आमचा नव्हता काढला एखादा शब्दांचा चिमटा आम्ही केली चौकीदारी शब्दांची थोडी मुशाफीरी मुद्दा प्रचाराचा होता तरी कुणाला दुखावण्याचा आमचा इरादा नव्हता करा भरघोस मतदान अपेक्षा या देशाच्या पुन्हा भेटू रणधुमाळीत विधानसभेच्या के 
1599, सोलापूर दि प्रतिनिधी राज्यातील साखर कारखान्यांनी सप्टेंबर पर्यंत एफ आर पी न दिल्यास सप्टेंबर रोजी सहकारमंत्री सुभाष देशमुख यांच्या घरावर स्वाभिमानी शेतकरी संघटनेचा मोर्चा खा राजू शेट्टी 
1600, हे तर संपूर्ण महाराष्ट्राला ठावूक आहे 
1601, जी उध्दव ठाकरे​जींच्या विरोधातील कागदपत्रे अंमलबजावणी संचालनालयाकडे देण्याच्या मा मुख्यमंत्र्यांच्या आदेशाचे कधी पालन करणार 
1602, बारामती तालुका पंचायत समितीच्या शिक्षण विभागाच्या वतीने तालुक्यातील गुणवंत शिक्षक व अंगणवाडी सेविकांना पुरस्कार देऊन गौरविण्यात आले यावेळी पुरस्कारार्थी व उपस्थितांशी संवाद साधला 
1603, राज्यातील परिस्थिती पूर्वपदावर येत असल्याचा जनतेत विश्वास निर्माण व्हावा म्हणून राज्याचे मंत्री आणि अधिकारी यांची उपस्थिती वाढणे आवश्यक आहे मंत्री व अधिकाऱ्यांना त्यांच्या कार्यालयात उपस्थित राहण्यासाठी योग्य त्या सूचना निर्गमित व्हाव्यात 
1604, निवडणूक प्रचारासाठी फिरत असताना भाजपासाठी मतदारांमध्ये असलेली कमालीची नाराजी पाहता आघाडीच्या महाराष्ट्रात जागा निवडून येतील अशी अपेक्षा आहे त्यापेक्षा कमी जागा मिळाल्या तर दाल में कुछ काला है असं जनता नक्कीच म्हणेल संपूर्ण मुलाखत लिंक 
1605, पुणे शहरातील कोविड प्रादुर्भावाच्या स्थितीबाबत खा व खा डॉ तसेच स्थानिक आमदार व पक्षातील पदाधिकाऱ्यांशी संवाद साधून विस्तृत आढावा घेतला 
1606, सार्वजनिक बांधकाम अधीक्षक अभियंता श्री रहाणे यांची भेट घेऊन बारामती लोकसभा मतदारसंघातील विविध प्रश्नांबाबत चर्चा केली यावेळी सार्वजनिक बांधकाम विभागाचे अधिकारी मतदारसंघातील राष्ट्रवादी काँग्रेस पक्षाचे तालुकाध्यक्ष पदाधिकारी आदी उपस्थित होते 
1607, महाराष्ट्रातल्या अॅट्रॉसिटीच्या घटनांचा फोटोंमधून लेखाजोखा सुधाकर ओलवे 
1608, अयोध्या नगरच्या सभेतील काही क्षण 
1609, रायगड जिल्ह्यातील कर्जतमधील खांडपे येथे ओम क्रिएशन व श्रद्धा चॅरिटेबल ट्रस्ट संचलित रुरल सेंटर ओम अबोड हे मतीमंद मुलांना राहण्याची व्यवस्था करणारे शैक्षणिक संकुल आहे येथे विविध मूलभूत गरज पुरविण्यासंबंधित तसेच समस्या सोडविण्यासाठी संस्थेचे संचालक आणि अधिकाऱ्यांशी चर्चा केली 
1610, मुंबई ठाणे नवी मुंबई येथे दरवर्षी दहिहंडीची सुट्टी जिल्हाधिकारी जाहीर करतात यावर्षी उद्या शनिवार शासकीय कामकाज नसल्याने जिल्हाधिकांनी ही सुट्टी जाहीर केलेली दिसत नाही तथापि या विभागात उद्या शालेय शिक्षण विभागातर्फे शाळा व ज्युनियर काँलेजला सुट्टी जाहीर करीत आहोत 
1611, माझ्या मतदार संघातील खारदांडा कोळीवाड्यातील रहिवाशांना वीज मिटर मिळावेत व त्यातील अडचणी तातडीने दूर करण्याबाबत आज जिल्हाधिकाऱ्यांकडे स्थानिकांसह बैठक घेतली 
1612, दोन वर्षांपूर्वीच्या ता मेक इन महाराष्ट्र मेळाव्याला त्यावेळी उपस्थित होते उपस्थित होते उद्योगपती उपस्थित होते मुख्यमंत्र्यांनी तेव्हा सांगितलं होतं की लाख कोटींची गुंतवणूक येत्या दोन वर्षांत महाराष्ट्रात होईल हल्लाबोल सोलापूर 
1613, साली राज्यपालांनी शूर बालकांसाठी शासनामार्फत हुतात्मा तुकाराम ओंबळे पुरस्काराची घोषणा केली होती शूर तुकाराम ओंबळे यांचे नाव तर सरकारने वापरले पण गेल्या पाच वर्षात किती मुलांना हा पुरस्कार देण्यात आला 
1614, स्व डॉ शंकरराव चव्हाण जन्मशताब्दी वर्षानिमित्त महिलांसाठी विविध उपक्रमांचा समावेश असलेल्या कुसुम महोत्सवाला आज नांदेड येथे प्रारंभ झाला या महोत्सवांतर्गत आयोजित मुलींच्या आंतरमहाविद्यालयीन क्रिकेट स्पर्धेत सहभागी झालेल्या नांदेड शहरातील चमू कुसुम महोत्सव 
1615, महाराष्ट्रातील रेल्वे प्रकल्पांसाठी तरतूद पूर्वीपेक्षा अधिक पूर्वीपेक्षा उत्तम 
1616, सकाळी वा भव्य मोटर सायकल रँली जयसिंगपुर आँफिस ला मोठया संख्येने उपस्थित रहा 
1617, किमान आधारभूत किंमतीबाबत स्वामीनाथन आयोगाच्या शिफारशी आणि प्रत्यक्षात शेतकऱ्यांना मिळणारी किंमत यात बरीच तफावत आहे ही तफावत भरुन निघाली तर शेतकऱ्यांना त्याचा फायदा होईल 
1618, कायदा हातात घेऊन शेतकऱ्यांनी आंदोलन पुढे चालविले राजू शेट्टी 
1619, राजारामबापू सहकारी साखर कारखान्याच्या वाटेगाव सुरूल युनिटचा गळीत हंगाम शुभारंभ संपन्न झाला 
1620, राज्यव्यापी भव्य शेतकरी संपूर्ण कर्जमुक्ती व हमीभाव परिषद जळगाव ला सुरवात 
1621, राष्ट्रीय आणि मुख्यमंत्री ग्रामीण पाणीपुरवठा योजना पूर्वीपेक्षा अधिक पूर्वीपेक्षा उत्तम 
1622, आज आदरणीय साहेबांच्या मार्गदर्शनाखाली महाराष्ट्र प्रदेश राष्ट्रवादी काँग्रेस पार्टी कार्यालयात आगामी विधानसभा निवडणुकीच्या पार्श्वभूमीवरील चर्चा सत्राला उपस्थित राहिलो यावेळी पार्टीचे अन्य प्रमुख नेते अधिकारी पदाधिकारी आणि कार्यकर्ते सुद्धा उपस्थित होते 
1623, आज दुपारी कच्छी भानुशाली सेवा समाज ट्रस्ट यांच्या घाटकोपर मुंबई येथील नविन वास्तुच्या भूमिपूजन कार्यक्रमास उपस्थीत 
1624, महाविद्यालयीन तरुणांच्या वक्तृत्व गुणांना वाव देण्यासाठी महाराष्ट्रावर बोलू काही हा युवा जागर आमच्या युवक कल्याण विभागातर्फे सुरू करण्यात येत असून त्याचा शुभारंभ आज नॅशनल कॉलेज बांद्रा येथे माझ्या उपस्थितीत झाला 
1625, राष्ट्रवादी काँग्रेस यापुढे नव्या रक्ताला चेहऱ्यांना संधी देणार 
1626,मुख्यमंत्री म्हणाले की शासनाने मराठा आरक्षणावर वेळ मागीतला नाही पण न्यायालयाच्या आदेशात दिवाळी सुट्टीनंतरही अधिकचा वेळ मागीतला म्हटले आहे 
